web-scraper-order,web-scraper-start-url,openSecretsId,openSecretsId-href,name,nameDistrict,reportDate,raised,image-src
"1586561514-1758","http://localhost:4000/scrape/incumbents/","N00030957","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030957","Scott Desjarlais","Rep. Scott Desjarlais - Tennessee District 04","12/31/2019","$199,460","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560869-1491","http://localhost:4000/scrape/incumbents/","N00025726","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00025726","Tom Cole","Rep. Tom Cole - Oklahoma District 04","12/31/2019","$1,102,103","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561316-1674","http://localhost:4000/scrape/incumbents/","N00012942","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00012942","Betty McCollum","Rep. Betty McCollum - Minnesota District 04","12/31/2019","$642,772","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560959-1529","http://localhost:4000/scrape/incumbents/","N00031647","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00031647","Mike Kelly","Rep. Mike Kelly - Pennsylvania District 16","12/31/2019","$1,372,821","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560874-1493","http://localhost:4000/scrape/incumbents/","N00035440","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035440","Tom Emmer","Rep. Tom Emmer - Minnesota District 06","12/31/2019","$1,712,165","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561182-1621","http://localhost:4000/scrape/incumbents/","N00033832","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033832","Tom Rice","Rep. Tom Rice - South Carolina District 07","12/31/2019","$1,056,262","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560985-1540","http://localhost:4000/scrape/incumbents/","N00005883","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00005883","Kevin Brady","Rep. Kevin Brady - Texas District 08","02/12/2020","$2,545,577","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561067-1574","http://localhost:4000/scrape/incumbents/","N00030771","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030771","Paul Gosar","Rep. Paul Gosar - Arizona District 04","12/31/2019","$275,597","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560942-1522","http://localhost:4000/scrape/incumbents/","N00035825","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035825","Ted Lieu","Rep. Ted Lieu - California District 33","02/12/2020","$1,150,118","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561374-1697","http://localhost:4000/scrape/incumbents/","N00000078","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00000078","Carolyn B Maloney","Rep. Carolyn B Maloney - New York District 12","12/31/2019","$1,465,493","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561364-1693","http://localhost:4000/scrape/incumbents/","N00041594","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041594","Tim Burchett","Rep. Tim Burchett - Tennessee District 02","12/31/2019","$538,606","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561445-1728","http://localhost:4000/scrape/incumbents/","N00030184","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030184","Cedric Richmond","Rep. Cedric Richmond - Louisiana District 02","12/31/2019","$783,885","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561127-1598","http://localhost:4000/scrape/incumbents/","N00038858","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00038858","Pramila Jayapal","Rep. Pramila Jayapal - Washington District 07","12/31/2019","$2,030,871","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561107-1590","http://localhost:4000/scrape/incumbents/","N00033539","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033539","Randy Weber","Rep. Randy Weber - Texas District 14","02/12/2020","$489,603","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561580-1786","http://localhost:4000/scrape/incumbents/","N00000615","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00000615","Rosa L DeLauro","Rep. Rosa L DeLauro - Connecticut District 03","12/31/2019","$856,514","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560844-1480","http://localhost:4000/scrape/incumbents/","N00037442","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00037442","Neal Dunn","Rep. Neal Dunn - Florida District 02","12/31/2019","$294,275","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560992-1543","http://localhost:4000/scrape/incumbents/","N00030815","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030815","Chuck Fleischmann","Rep. Chuck Fleischmann - Tennessee District 03","03/31/2020","$738,558","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560957-1528","http://localhost:4000/scrape/incumbents/","N00003288","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00003288","Bennie G Thompson","Rep. Bennie G Thompson - Mississippi District 02","02/19/2020","$838,243","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561306-1670","http://localhost:4000/scrape/incumbents/","N00034453","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00034453","Derek Kilmer","Rep. Derek Kilmer - Washington District 06","12/31/2019","$1,382,592","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560734-1433","http://localhost:4000/scrape/incumbents/","N00030650","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030650","Frederica Wilson","Rep. Frederica Wilson - Florida District 24","12/31/2019","$174,155","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560686-1410","http://localhost:4000/scrape/incumbents/","N00041221","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041221","John Curtis","Rep. John Curtis - Utah District 03","12/31/2019","$347,153","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561336-1681","http://localhost:4000/scrape/incumbents/","N00004981","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00004981","Dick Durbin","Sen. Dick Durbin - Illinois","02/26/2020","$9,851,259","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560747-1439","http://localhost:4000/scrape/incumbents/","N00033310","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033310","Brad Wenstrup","Rep. Brad Wenstrup - Ohio District 02","02/26/2020","$1,015,542","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560739-1435","http://localhost:4000/scrape/incumbents/","N00041808","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041808","Lori Trahan","Rep. Lori Trahan - Massachusetts District 03","12/31/2019","$1,325,367","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561003-1548","http://localhost:4000/scrape/incumbents/","N00026106","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00026106","Debbie Wasserman Schultz","Rep. Debbie Wasserman Schultz - Florida District 23","12/31/2019","$1,391,953","https://cdn1.opensecrets.org/congress-members/photos/N00026106.jpg"
"1586561585-1788","http://localhost:4000/scrape/incumbents/","N00031681","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00031681","David McKinley","Rep. David McKinley - West Virginia District 01","12/31/2019","$565,410","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561536-1767","http://localhost:4000/scrape/incumbents/","N00038779","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00038779","Brian Fitzpatrick","Rep. Brian Fitzpatrick - Pennsylvania District 01","12/31/2019","$2,214,464","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561408-1712","http://localhost:4000/scrape/incumbents/","N00030245","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030245","Bill Cassidy","Sen. Bill Cassidy - Louisiana","12/31/2019","$9,443,948","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561458-1734","http://localhost:4000/scrape/incumbents/","N00031820","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00031820","Chris Coons","Sen. Chris Coons - Delaware","12/31/2019","$6,189,541","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561109-1591","http://localhost:4000/scrape/incumbents/","N00003689","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00003689","Steve Chabot","Rep. Steve Chabot - Ohio District 01","02/26/2020","$1,577,623","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561607-1798","http://localhost:4000/scrape/incumbents/","N00038809","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00038809","Vicente Gonzalez","Rep. Vicente Gonzalez - Texas District 15","02/12/2020","$507,842","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560682-1408","http://localhost:4000/scrape/incumbents/","N00024842","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00024842","Joe Courtney","Rep. Joe Courtney - Connecticut District 02","12/31/2019","$566,340","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560828-1473","http://localhost:4000/scrape/incumbents/","N00035187","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035187","Mike Rounds","Sen. Mike Rounds - South Dakota","12/31/2019","$4,222,072","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560999-1546","http://localhost:4000/scrape/incumbents/","N00034639","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00034639","Donald M Payne Jr.","Rep. Donald M Payne Jr. - New Jersey District 10","12/31/2019","$263,584","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561614-1801","http://localhost:4000/scrape/incumbents/","N00041194","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041194","Lizzie Fletcher","Rep. Lizzie Fletcher - Texas District 07","02/12/2020","$2,402,694","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561301-1668","http://localhost:4000/scrape/incumbents/","N00026914","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00026914","Gwen Moore","Rep. Gwen Moore - Wisconsin District 04","12/31/2019","$760,105","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560907-1507","http://localhost:4000/scrape/incumbents/","N00038285","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00038285","Jodey Arrington","Rep. Jodey Arrington - Texas District 19","02/12/2020","$1,323,710","https://cdn1.opensecrets.org/congress-members/photos/N00038285.jpg"
"1586561327-1678","http://localhost:4000/scrape/incumbents/","N00024759","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00024759","Mike D Rogers","Rep. Mike D Rogers - Alabama District 03","02/12/2020","$752,861","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560801-1462","http://localhost:4000/scrape/incumbents/","N00041871","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041871","Guy Reschenthaler","Rep. Guy Reschenthaler - Pennsylvania District 14","12/31/2019","$808,808","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561472-1740","http://localhost:4000/scrape/incumbents/","N00026790","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00026790","Emanuel Cleaver","Rep. Emanuel Cleaver - Missouri District 05","12/31/2019","$687,445","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561387-1703","http://localhost:4000/scrape/incumbents/","N00032029","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00032029","Morgan Griffith","Rep. Morgan Griffith - Virginia District 09","12/31/2019","$495,763","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560718-1425","http://localhost:4000/scrape/incumbents/","N00032243","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00032243","Jody Hice","Rep. Jody Hice - Georgia District 10","12/31/2019","$264,632","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560973-1535","http://localhost:4000/scrape/incumbents/","N00040949","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00040949","Chrissy Houlahan","Rep. Chrissy Houlahan - Pennsylvania District 06","12/31/2019","$1,716,749","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561589-1790","http://localhost:4000/scrape/incumbents/","N00039327","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00039327","Donald McEachin","Rep. Donald McEachin - Virginia District 04","12/31/2019","$420,309","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561024-1557","http://localhost:4000/scrape/incumbents/","N00007099","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00007099","Ken Calvert","Rep. Ken Calvert - California District 42","02/12/2020","$1,109,156","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561519-1760","http://localhost:4000/scrape/incumbents/","N00013855","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00013855","Stephen F Lynch","Rep. Stephen F Lynch - Massachusetts District 08","12/31/2019","$520,982","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560834-1476","http://localhost:4000/scrape/incumbents/","N00042056","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042056","Debbie Lesko","Rep. Debbie Lesko - Arizona District 08","12/31/2019","$733,705","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560663-1399","http://localhost:4000/scrape/incumbents/","N00043541","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00043541","Denver Riggleman","Rep. Denver Riggleman - Virginia District 05","12/31/2019","$1,140,156","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561475-1741","http://localhost:4000/scrape/incumbents/","N00029070","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00029070","Jim Himes","Rep. Jim Himes - Connecticut District 04","12/31/2019","$911,693","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560971-1534","http://localhost:4000/scrape/incumbents/","N00026460","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00026460","Michael McCaul","Rep. Michael McCaul - Texas District 10","02/12/2020","$1,736,530","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561234-1642","http://localhost:4000/scrape/incumbents/","N00029303","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00029303","Jeff Merkley","Sen. Jeff Merkley - Oregon","12/31/2019","$10,614,455","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561192-1625","http://localhost:4000/scrape/incumbents/","N00028122","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00028122","TJ Cox","Rep. TJ Cox - California District 21","02/12/2020","$1,464,666","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561559-1777","http://localhost:4000/scrape/incumbents/","N00027459","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00027459","Doris Matsui","Rep. Doris Matsui - California District 06","02/12/2020","$779,502","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560867-1490","http://localhost:4000/scrape/incumbents/","N00040933","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00040933","Debra Haaland","Rep. Debra Haaland - New Mexico District 01","12/31/2019","$879,303","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560688-1411","http://localhost:4000/scrape/incumbents/","N00001821","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00001821","Steny H Hoyer","Rep. Steny H Hoyer - Maryland District 05","12/31/2019","$5,122,376","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561268-1655","http://localhost:4000/scrape/incumbents/","N00004558","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00004558","Collin Peterson","Rep. Collin Peterson - Minnesota District 07","12/31/2019","$865,351","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560792-1458","http://localhost:4000/scrape/incumbents/","N00042013","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042013","Ben McAdams","Rep. Ben McAdams - Utah District 04","12/31/2019","$2,234,768","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561456-1733","http://localhost:4000/scrape/incumbents/","N00042808","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042808","Greg Steube","Rep. Greg Steube - Florida District 17","12/31/2019","$354,940","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560890-1500","http://localhost:4000/scrape/incumbents/","N00034349","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00034349","Filemon Vela","Rep. Filemon Vela - Texas District 34","02/12/2020","$684,867","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560724-1428","http://localhost:4000/scrape/incumbents/","N00043581","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00043581","Ilhan Omar","Rep. Ilhan Omar - Minnesota District 05","12/31/2019","$2,960,958","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560811-1466","http://localhost:4000/scrape/incumbents/","N00042353","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042353","Tina Smith","Sen. Tina Smith - Minnesota","12/31/2019","$5,765,969","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560885-1498","http://localhost:4000/scrape/incumbents/","N00043298","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00043298","Cindy Hyde-Smith","Sen. Cindy Hyde-Smith - Mississippi","02/19/2020","$1,564,562","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561296-1666","http://localhost:4000/scrape/incumbents/","N00037003","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00037003","Trent Kelly","Rep. Trent Kelly - Mississippi District 01","02/19/2020","$400,297","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560755-1442","http://localhost:4000/scrape/incumbents/","N00038414","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00038414","Lisa Blunt Rochester","Rep. Lisa Blunt Rochester - Delaware District 01","12/31/2019","$748,986","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560778-1452","http://localhost:4000/scrape/incumbents/","N00000575","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00000575","John B Larson","Rep. John B Larson - Connecticut District 01","03/31/2020","$1,075,427","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561563-1779","http://localhost:4000/scrape/incumbents/","N00033410","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033410","Markwayne Mullin","Rep. Markwayne Mullin - Oklahoma District 02","12/31/2019","$880,804","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560902-1505","http://localhost:4000/scrape/incumbents/","N00035007","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035007","David P Joyce","Rep. David P Joyce - Ohio District 14","02/26/2020","$1,870,095","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561044-1565","http://localhost:4000/scrape/incumbents/","N00042296","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042296","Ben Cline","Rep. Ben Cline - Virginia District 06","12/31/2019","$389,879","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560697-1415","http://localhost:4000/scrape/incumbents/","N00035215","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035215","Robin Kelly","Rep. Robin Kelly - Illinois District 02","02/26/2020","$908,425","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560766-1447","http://localhost:4000/scrape/incumbents/","N00002408","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00002408","James E Clyburn","Rep. James E Clyburn - South Carolina District 06","12/31/2019","$2,351,738","https://cdn1.opensecrets.org/congress-members/photos/N00002408.jpg"
"1586561623-1805","http://localhost:4000/scrape/incumbents/","N00033390","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033390","Cheri Bustos","Rep. Cheri Bustos - Illinois District 17","02/26/2020","$2,859,015","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561523-1762","http://localhost:4000/scrape/incumbents/","N00033997","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033997","Pete Aguilar","Rep. Pete Aguilar - California District 31","02/12/2020","$1,575,985","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561344-1684","http://localhost:4000/scrape/incumbents/","N00033449","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033449","Val Demings","Rep. Val Demings - Florida District 10","12/31/2019","$462,193","https://cdn1.opensecrets.org/congress-members/photos/N00033449.jpg"
"1586560917-1511","http://localhost:4000/scrape/incumbents/","N00004887","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00004887","Bobby L Rush","Rep. Bobby L Rush - Illinois District 01","02/26/2020","$229,299","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561217-1635","http://localhost:4000/scrape/incumbents/","N00027523","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00027523","Albio Sires","Rep. Albio Sires - New Jersey District 08","03/31/2020","$340,356","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560837-1477","http://localhost:4000/scrape/incumbents/","N00042894","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042894","Madeleine Dean","Rep. Madeleine Dean - Pennsylvania District 04","12/31/2019","$456,888","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561423-1719","http://localhost:4000/scrape/incumbents/","N00039106","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00039106","Mike Johnson","Rep. Mike Johnson - Louisiana District 04","12/31/2019","$1,171,242","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560803-1463","http://localhost:4000/scrape/incumbents/","N00031227","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00031227","Larry Bucshon","Rep. Larry Bucshon - Indiana District 08","12/31/2019","$527,442","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561648-1816","http://localhost:4000/scrape/incumbents/","N00034068","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00034068","Brenda Lawrence","Rep. Brenda Lawrence - Michigan District 14","12/31/2019","$541,747","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561591-1791","http://localhost:4000/scrape/incumbents/","N00036158","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00036158","Bonnie Coleman","Rep. Bonnie Coleman - New Jersey District 12","12/31/2019","$275,767","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560665-1400","http://localhost:4000/scrape/incumbents/","N00031390","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00031390","Jim Hagedorn","Rep. Jim Hagedorn - Minnesota District 01","12/31/2019","$995,346","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561259-1652","http://localhost:4000/scrape/incumbents/","N00035504","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035504","Liz Cheney","Rep. Liz Cheney - Wyoming District 01","12/31/2019","$2,169,560","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
