web-scraper-order,web-scraper-start-url,openSecretsId,openSecretsId-href,name,nameDistrict,reportDate,raised,image-src
"1586560938-1520","http://localhost:4000/scrape/incumbents/","N00033510","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033510","Raul Ruiz","Rep. Raul Ruiz - California District 36","02/12/2020","$1,277,900","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561470-1739","http://localhost:4000/scrape/incumbents/","N00033904","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033904","Joyce Beatty","Rep. Joyce Beatty - Ohio District 03","02/26/2020","$1,490,647","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560770-1449","http://localhost:4000/scrape/incumbents/","N00024817","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00024817","Doug Jones","Sen. Doug Jones - Alabama","02/12/2020","$10,458,448","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561280-1660","http://localhost:4000/scrape/incumbents/","N00038601","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00038601","Jimmy Panetta","Rep. Jimmy Panetta - California District 20","02/12/2020","$1,057,979","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561573-1783","http://localhost:4000/scrape/incumbents/","N00030856","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030856","John Garamendi","Rep. John Garamendi - California District 03","02/12/2020","$667,463","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561195-1626","http://localhost:4000/scrape/incumbents/","N00031877","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00031877","Karen Bass","Rep. Karen Bass - California District 37","02/12/2020","$1,390,736","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561410-1713","http://localhost:4000/scrape/incumbents/","N00001171","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00001171","Gregory W Meeks","Rep. Gregory W Meeks - New York District 05","12/31/2019","$1,108,072","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561367-1694","http://localhost:4000/scrape/incumbents/","N00027894","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00027894","Jim Jordan","Rep. Jim Jordan - Ohio District 04","02/26/2020","$4,920,530","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561265-1654","http://localhost:4000/scrape/incumbents/","N00004133","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00004133","Fred Upton","Rep. Fred Upton - Michigan District 06","12/31/2019","$1,461,360","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560814-1467","http://localhost:4000/scrape/incumbents/","N00006897","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00006897","Brad Sherman","Rep. Brad Sherman - California District 30","02/12/2020","$797,881","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561219-1636","http://localhost:4000/scrape/incumbents/","N00041873","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041873","Mark Green","Rep. Mark Green - Tennessee District 07","12/31/2019","$658,876","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561417-1716","http://localhost:4000/scrape/incumbents/","N00042149","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042149","Andy Levin","Rep. Andy Levin - Michigan District 09","12/31/2019","$493,489","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560726-1429","http://localhost:4000/scrape/incumbents/","N00031938","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00031938","Justin Amash","Rep. Justin Amash - Michigan District 03","12/31/2019","$1,051,487","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561207-1631","http://localhost:4000/scrape/incumbents/","N00040915","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00040915","Haley Stevens","Rep. Haley Stevens - Michigan District 11","12/31/2019","$2,479,176","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560701-1417","http://localhost:4000/scrape/incumbents/","N00030693","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030693","Suzan DelBene","Rep. Suzan DelBene - Washington District 01","12/31/2019","$1,081,961","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561332-1680","http://localhost:4000/scrape/incumbents/","N00040741","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00040741","Antonio Delgado","Rep. Antonio Delgado - New York District 19","12/31/2019","$2,804,183","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560883-1497","http://localhost:4000/scrape/incumbents/","N00041338","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041338","Sean Casten","Rep. Sean Casten - Illinois District 06","02/26/2020","$2,719,492","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561609-1799","http://localhost:4000/scrape/incumbents/","N00008122","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00008122","Eddie Bernice Johnson","Rep. Eddie Bernice Johnson - Texas District 30","02/12/2020","$352,382","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560716-1424","http://localhost:4000/scrape/incumbents/","N00042268","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042268","Chip Roy","Rep. Chip Roy - Texas District 21","03/31/2020","$2,053,422","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561481-1744","http://localhost:4000/scrape/incumbents/","N00036154","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00036154","Don Norcross","Rep. Don Norcross - New Jersey District 01","12/31/2019","$1,282,409","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561033-1561","http://localhost:4000/scrape/incumbents/","N00042458","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042458","Michael Patrick Guest","Rep. Michael Patrick Guest - Mississippi District 03","02/19/2020","$424,877","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560654-1395","http://localhost:4000/scrape/incumbents/","N00029574","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00029574","Steve Stivers","Rep. Steve Stivers - Ohio District 15","02/26/2020","$2,154,381","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561072-1576","http://localhost:4000/scrape/incumbents/","N00002260","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00002260","David Price","Rep. David Price - North Carolina District 04","02/12/2020","$539,620","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561621-1804","http://localhost:4000/scrape/incumbents/","N00030490","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030490","Marcia L Fudge","Rep. Marcia L Fudge - Ohio District 11","02/26/2020","$454,275","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561594-1792","http://localhost:4000/scrape/incumbents/","N00002147","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00002147","Bobby Scott","Rep. Bobby Scott - Virginia District 03","12/31/2019","$481,185","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561428-1721","http://localhost:4000/scrape/incumbents/","N00037019","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00037019","Nanette Barragan","Rep. Nanette Barragan - California District 44","02/12/2020","$808,039","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561369-1695","http://localhost:4000/scrape/incumbents/","N00035492","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035492","Thom Tillis","Sen. Thom Tillis - North Carolina","02/12/2020","$14,098,991","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561630-1808","http://localhost:4000/scrape/incumbents/","N00029736","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00029736","Glenn Thompson","Rep. Glenn Thompson - Pennsylvania District 15","12/31/2019","$927,266","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561178-1619","http://localhost:4000/scrape/incumbents/","N00007419","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00007419","Mike Thompson","Rep. Mike Thompson - California District 05","02/12/2020","$1,480,552","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560853-1484","http://localhost:4000/scrape/incumbents/","N00033474","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00033474","Suzanne Bonamici","Rep. Suzanne Bonamici - Oregon District 01","12/31/2019","$485,547","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561077-1578","http://localhost:4000/scrape/incumbents/","N00036018","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00036018","Don Beyer","Rep. Don Beyer - Virginia District 08","12/31/2019","$1,035,688","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561311-1672","http://localhost:4000/scrape/incumbents/","N00001373","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00001373","Mike Doyle","Rep. Mike Doyle - Pennsylvania District 18","12/31/2019","$693,644","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560929-1516","http://localhost:4000/scrape/incumbents/","N00030875","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030875","Ann Kuster","Rep. Ann Kuster - New Hampshire District 02","12/31/2019","$1,646,606","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561582-1787","http://localhost:4000/scrape/incumbents/","N00000781","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00000781","Frank Pallone Jr.","Rep. Frank Pallone Jr. - New Jersey District 06","12/31/2019","$2,509,693","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561542-1770","http://localhost:4000/scrape/incumbents/","N00028073","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00028073","John A Yarmuth","Rep. John A Yarmuth - Kentucky District 03","12/31/2019","$322,739","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561031-1560","http://localhost:4000/scrape/incumbents/","N00026368","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00026368","Tim Walberg","Rep. Tim Walberg - Michigan District 07","12/31/2019","$1,250,635","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561144-1605","http://localhost:4000/scrape/incumbents/","N00031128","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00031128","Bob Gibbs","Rep. Bob Gibbs - Ohio District 07","02/26/2020","$468,991","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561054-1569","http://localhost:4000/scrape/incumbents/","N00038450","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00038450","Dwight Evans","Rep. Dwight Evans - Pennsylvania District 03","12/31/2019","$582,730","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560703-1418","http://localhost:4000/scrape/incumbents/","N00006671","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00006671","Lucille Roybal-Allard","Rep. Lucille Roybal-Allard - California District 40","02/12/2020","$390,274","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561596-1793","http://localhost:4000/scrape/incumbents/","N00041588","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041588","Max Rose","Rep. Max Rose - New York District 11","12/31/2019","$3,354,275","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561092-1584","http://localhost:4000/scrape/incumbents/","N00024978","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00024978","Henry Cuellar","Rep. Henry Cuellar - Texas District 28","02/12/2020","$1,855,837","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560950-1525","http://localhost:4000/scrape/incumbents/","N00040829","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00040829","Kevin Hern","Rep. Kevin Hern - Oklahoma District 01","12/31/2019","$552,713","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561510-1756","http://localhost:4000/scrape/incumbents/","N00029260","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00029260","Ann Kirkpatrick","Rep. Ann Kirkpatrick - Arizona District 02","12/31/2019","$1,054,305","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560705-1419","http://localhost:4000/scrape/incumbents/","N00027462","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00027462","Gus Bilirakis","Rep. Gus Bilirakis - Florida District 12","12/31/2019","$729,650","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560982-1539","http://localhost:4000/scrape/incumbents/","N00030949","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030949","Tom Reed","Rep. Tom Reed - New York District 23","12/31/2019","$1,845,530","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560980-1538","http://localhost:4000/scrape/incumbents/","N00035792","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035792","French Hill","Rep. French Hill - Arkansas District 02","02/12/2020","$1,487,625","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561634-1810","http://localhost:4000/scrape/incumbents/","N00025445","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00025445","David Kustoff","Rep. David Kustoff - Tennessee District 08","03/31/2020","$1,129,527","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561468-1738","http://localhost:4000/scrape/incumbents/","N00030709","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030709","Mark Desaulnier","Rep. Mark Desaulnier - California District 11","02/12/2020","$340,389","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561139-1603","http://localhost:4000/scrape/incumbents/","N00029139","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00029139","Bill Foster","Rep. Bill Foster - Illinois District 11","02/26/2020","$1,262,434","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561112-1592","http://localhost:4000/scrape/incumbents/","N00026314","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00026314","Cathy McMorris Rodgers","Rep. Cathy McMorris Rodgers - Washington District 05","12/31/2019","$1,962,251","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560897-1503","http://localhost:4000/scrape/incumbents/","N00042403","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042403","Michael Waltz","Rep. Michael Waltz - Florida District 06","12/31/2019","$977,150","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561180-1620","http://localhost:4000/scrape/incumbents/","N00035346","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035346","Buddy Carter","Rep. Buddy Carter - Georgia District 01","12/31/2019","$1,378,640","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561014-1553","http://localhost:4000/scrape/incumbents/","N00000939","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00000939","Jerrold Nadler","Rep. Jerrold Nadler - New York District 10","12/31/2019","$1,115,455","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561257-1651","http://localhost:4000/scrape/incumbents/","N00024809","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00024809","Joe Wilson","Rep. Joe Wilson - South Carolina District 02","12/31/2019","$594,177","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561603-1796","http://localhost:4000/scrape/incumbents/","N00024871","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00024871","David Scott","Rep. David Scott - Georgia District 13","12/31/2019","$668,948","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561099-1587","http://localhost:4000/scrape/incumbents/","N00030829","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030829","Ken Buck","Rep. Ken Buck - Colorado District 04","12/31/2019","$159,628","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561270-1656","http://localhost:4000/scrape/incumbents/","N00035347","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035347","Barry Loudermilk","Rep. Barry Loudermilk - Georgia District 11","12/31/2019","$399,055","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560975-1536","http://localhost:4000/scrape/incumbents/","N00031005","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00031005","Vicky Hartzler","Rep. Vicky Hartzler - Missouri District 04","12/31/2019","$878,340","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561089-1583","http://localhost:4000/scrape/incumbents/","N00035934","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035934","John Katko","Rep. John Katko - New York District 24","12/31/2019","$1,600,336","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561149-1607","http://localhost:4000/scrape/incumbents/","N00001102","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00001102","Nydia M Velazquez","Rep. Nydia M Velazquez - New York District 07","12/31/2019","$504,561","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561064-1573","http://localhost:4000/scrape/incumbents/","N00030667","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030667","Adam Kinzinger","Rep. Adam Kinzinger - Illinois District 16","02/26/2020","$1,284,650","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560672-1403","http://localhost:4000/scrape/incumbents/","N00034254","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00034254","Julia Brownley","Rep. Julia Brownley - California District 26","02/12/2020","$1,059,119","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561533-1766","http://localhost:4000/scrape/incumbents/","N00040667","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00040667","Mike Levin","Rep. Mike Levin - California District 49","02/12/2020","$2,108,061","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561254-1650","http://localhost:4000/scrape/incumbents/","N00040133","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00040133","Stephanie Murphy","Rep. Stephanie Murphy - Florida District 07","12/31/2019","$1,676,201","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560657-1396","http://localhost:4000/scrape/incumbents/","N00012460","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00012460","William L Clay Jr.","Rep. William L Clay Jr. - Missouri District 01","12/31/2019","$561,108","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561249-1648","http://localhost:4000/scrape/incumbents/","N00035282","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00035282","Jason Smith","Rep. Jason Smith - Missouri District 08","12/31/2019","$1,029,263","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561142-1604","http://localhost:4000/scrape/incumbents/","N00042649","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042649","Rashida Tlaib","Rep. Rashida Tlaib - Michigan District 13","12/31/2019","$1,631,771","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560730-1431","http://localhost:4000/scrape/incumbents/","N00007781","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00007781","Peter DeFazio","Rep. Peter DeFazio - Oregon District 04","12/31/2019","$1,522,127","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560914-1510","http://localhost:4000/scrape/incumbents/","N00034549","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00034549","Adriano Espaillat","Rep. Adriano Espaillat - New York District 13","12/31/2019","$719,689","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561346-1685","http://localhost:4000/scrape/incumbents/","N00000362","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00000362","Jack Reed","Sen. Jack Reed - Rhode Island","12/31/2019","$4,100,151","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560954-1527","http://localhost:4000/scrape/incumbents/","N00030676","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00030676","Billy Long","Rep. Billy Long - Missouri District 07","12/31/2019","$937,654","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561403-1710","http://localhost:4000/scrape/incumbents/","N00026166","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00026166","Virginia Foxx","Rep. Virginia Foxx - North Carolina District 05","02/12/2020","$1,324,166","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561125-1597","http://localhost:4000/scrape/incumbents/","N00041954","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041954","Jim Baird","Rep. Jim Baird - Indiana District 04","12/31/2019","$168,494","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561503-1753","http://localhost:4000/scrape/incumbents/","N00042161","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042161","Chris Pappas","Rep. Chris Pappas - New Hampshire District 01","12/31/2019","$1,207,235","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561263-1653","http://localhost:4000/scrape/incumbents/","N00042715","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00042715","William Timmons","Rep. William Timmons - South Carolina District 04","12/31/2019","$683,561","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560775-1451","http://localhost:4000/scrape/incumbents/","N00004724","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00004724","Jan Schakowsky","Rep. Jan Schakowsky - Illinois District 09","02/26/2020","$1,372,161","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561636-1811","http://localhost:4000/scrape/incumbents/","N00036135","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00036135","Garret Graves","Rep. Garret Graves - Louisiana District 06","12/31/2019","$844,805","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560945-1523","http://localhost:4000/scrape/incumbents/","N00026686","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00026686","Al Green","Rep. Al Green - Texas District 09","02/12/2020","$206,336","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586560987-1541","http://localhost:4000/scrape/incumbents/","N00027783","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00027783","Ralph Norman","Rep. Ralph Norman - South Carolina District 05","12/31/2019","$185,572","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561540-1769","http://localhost:4000/scrape/incumbents/","N00041542","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00041542","Carol Miller","Rep. Carol Miller - West Virginia District 03","12/31/2019","$503,858","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561322-1676","http://localhost:4000/scrape/incumbents/","N00005582","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00005582","James M Inhofe","Sen. James M Inhofe - Oklahoma","12/31/2019","$5,077,069","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
"1586561069-1575","http://localhost:4000/scrape/incumbents/","N00044027","https://www.opensecrets.org/members-of-congress/summary?cycle=2020&type=C&cid=N00044027","Greg Murphy","Rep. Greg Murphy - North Carolina District 03","02/12/2020","$1,189,004","data:image/gif;base64,R0lGODdhAQABAPAAAMPDwwAAACwAAAAAAQABAAACAkQBADs="
