web-scraper-order,web-scraper-start-url,link,link-href,name,raised,smallIndividual,largeContributions,pac,selfFinancing,other
"1582360776-45","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA51&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA51&spec=N","Juan Hidalgo (R)","10,020","0","9,020","$1,000","0","0"
"1582361103-469","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI03&spec=N","Jim Lower (R)","217,961","129,909","84,002","$15,100","0","11,050"
"1582361075-418","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","Sema Hernandez (D)","7,551","7,551","0","$0","0","0"
"1582361274-624","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR04&spec=N","Alek Skarlatos (R)","68,580","15,010","53,470","$100","0","0"
"1582360864-161","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","Greg Hill (R)","395,740","21,796","330,245","$4,000","40,000","300"
"1582360799-69","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA37&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA37&spec=N","Larry Thompson (I)","106,982","2,330","68,552","$0","36,100","0"
"1582361047-371","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN01&spec=N","Rich Wright (D)","47,148","1,990","8,825","$0","36,333","0"
"1582361722-1091","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA26&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA26&spec=N","Ronda Kennedy (R)","33,810","16,279","5,300","$0","12,232","0"
"1582361507-872","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IAS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IAS2&spec=N","Theresa Greenfield (D)","3,345,736","692,763","1,701,119","$356,012","0","595,842"
"1582360845-136","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GAS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GAS1&spec=N","Maya Dillard Smith (D)","6,902","1,402","5,500","$0","0","0"
"1582361090-445","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT02&spec=N","John Kael Weston (D)","29,732","5,915","21,400","$0","2,417","0"
"1582360852-146","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX13&spec=N","Greg Sagan (D)","11,523","3,523","1,750","$5,250","1,000","0"
"1582361649-1011","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA05&spec=N","Kim Daugherty (D)","28,009","5,275","22,325","$0","409","0"
"1582360864-159","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","Pierce Bush (R)","1,088,159","9,306","1,039,728","$36,000","3,125","0"
"1582361022-357","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC05&spec=N","David Wilson Brown (D)","25,096","8,933","15,012","$1,000","0","151"
"1582360927-243","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MAS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MAS2&spec=N","Joe Kennedy III (D)","3,922,598","322,232","3,087,789","$303,998","0","208,578"
"1582360811-92","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX07&spec=N","Jim Noteware (R)","41,785","530","39,155","$0","2,100","0"
"1582360840-127","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA22&spec=N","Dary Rezvani (D) (D)","164,314","50,630","102,788","$0","11,331","435"
"1582360931-249","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO05&spec=N","Jillian Freeland (D)","10,608","4,063","3,650","$500","2,355","40"
"1582360804-74","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA07&spec=N","Renee Unterman (R)","882,340","9,528","253,021","$13,250","602,841","3,700"
"1582361775-1140","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA41&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA41&spec=N","Grace Williams (D)","38,194","3,310","25,226","$1,000","8,859","200"
"1582361677-1042","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL21&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL21&spec=N","Victor Garcia Da Rosa (R)","5,020","2,180","2,740","$0","100","0"
"1582361005-340","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY12&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY12&spec=N","Peter Harrison (D)","27,977","9,162","18,915","$0","0","100"
"1582360922-241","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH06&spec=N","Kenneth Morgan (R)","1,336","126","600","$0","610","0"
"1582360935-253","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY24&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY24&spec=N","Roger Misso (D)","375,008","55,125","320,803","$1,200","0","2,120"
"1582361067-382","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM03&spec=N","Teresa Leger (D)","682,398","131,676","527,223","$23,499","0","0"
"1582361426-787","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NES2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NES2&spec=N","Chris Janicek (D)","61,610","8,187","9,473","$0","43,950","0"
"1582361111-478","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ01&spec=N","Tiffany Shedd (R)","294,792","12,935","193,401","$16,500","71,956","0"
"1582361370-725","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MT01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MT01&spec=N","Tom Winter (D)","264,536","53,934","197,503","$7,100","6,260","260"
"1582361075-414","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TXS1&spec=N","Dwayne Stovall (R)","67,766","19,519","42,481","$0","5,766","0"
"1582361509-877","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TN02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TN02&spec=N","Renee Hoyos (D)","186,448","77,348","109,200","$0","0","100"
"1582360928-246","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA03&spec=N","David Young (R)","1,015,100","119,071","696,846","$206,950","1,979","9,747"
"1582361137-505","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL13&spec=N","Anna Paulina Luna (R)","146,651","67,925","76,226","$2,500","0","0"
"1582361319-664","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA02&spec=N","Ben Loyola (R)","97,838","5,288","91,799","$750","0","0"
"1582360837-120","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL19&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL19&spec=N","Dan 'Doc' Severson (R)","107,531","400","3,950","$0","103,181","0"
"1582361298-645","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX36&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX36&spec=N","R J Boatman (R)","177,843","7,515","93,670","$0","76,882","225"
"1582360796-68","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZS1&spec=N","Craig Brittain (R)","3,076","2,060","1,016","$0","0","0"
"1582360879-200","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ06&spec=N","Stephanie Rimmer (D)","164,023","12,038","35,846","$0","114,515","1,624"
"1582361335-688","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL15&spec=N","Alan Cohn (D)","184,736","29,727","144,863","$10,000","5,600","5,454"
"1582361197-563","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AR02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AR02&spec=N","Joyce Elliott (D)","85,526","15,200","54,725","$5,500","10,100","1"
"1582361341-696","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA10&spec=N","Mike Barkley (D)","6,500","0","0","$0","6,500","0"
"1582361503-868","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ03&spec=N","John J. Novak (R)","42,300","150","41,150","$1,000","0","0"
"1582361017-353","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA04&spec=N","Jeremy Taylor (R)","136,729","13,781","120,671","$2,000","277","0"
"1582361575-927","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA04&spec=N","Antonio Hicks (D)","1,764","494","1,000","$0","250","20"
"1582361505-871","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV03&spec=N","Tiger Helgelien (R)","10,691","1,873","10,318","$0","0","1,500"
"1582361081-433","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO02&spec=N","Jill Schupp (D)","479,512","62,919","395,094","$22,000","0","500"
"1582361207-570","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NMS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NMS2&spec=N","Maggie Toulouse Oliver (D)","471,208","126,097","342,632","$9,239","0","6,760"
"1582361419-778","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY14&spec=N","Israel Ortega Cruz (R)","4,427","336","0","$0","4,102","11"
"1582361398-756","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MSS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MSS1&spec=N","Jensen Bohren (D)","4,107","0","1,994","$1","203","1,909"
"1582361364-721","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA06&spec=N","Tom Siedenbuehl (R)","120,065","1,465","8,575","$1,900","108,125","0"
"1582360920-239","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA53&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA53&spec=N","Suzette Santori (D)","5,910","5","0","$0","5,905","0"
"1582360866-174","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VAS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VAS2&spec=N","Victor Williams (R)","408,329","130","700","$0","407,499","0"
"1582361608-963","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY18&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY18&spec=N","Chele Farley (R)","570,067","55,632","386,315","$65,950","52,371","9,800"
"1582361677-1036","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL21&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL21&spec=N","Laura Loomer (R)","356,376","212,991","140,656","$0","2,800","70"
"1582361732-1100","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL07&spec=N","Kristine Schanbacher (D)","276,975","39,040","197,149","$2,500","39,214","928"
"1582361718-1085","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA06&spec=N","Lisa Peterson (D)","38,103","10,453","24,550","$0","0","3,100"
"1582361078-426","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV04&spec=N","Sam Peters (R)","283,687","28,818","97,027","$0","157,841","0"
"1582361017-351","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA04&spec=N","Randy Feenstra (R)","721,427","55,945","606,382","$56,500","2,600","0"
"1582360945-268","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX33&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX33&spec=N","Fabian Cordova Vasquez (R)","13,761","5,075","3,625","$0","5,061","0"
"1582361485-852","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NM01&spec=N","Michelle Garcia Holmes (R)","15,633","3,020","11,100","$0","1,513","0"
"1582361291-639","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=ALS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=ALS1&spec=N","Jeff Sessions (R)","819,058","17,518","554,200","$187,234","0","60,106"
"1582360996-328","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA10&spec=N","Jeff Dove (R)","208,506","169,623","39,840","$2,000","0","2,957"
