"county","county_ascii","county_full","county_fips","state_id","state_name","city_largest","city_largest_id","lat","lng","population","density","timezone","timezone_all","age_median","age_under_10","age_10_to_19","age_20s","age_30s","age_40s","age_50s","age_60s","age_70s","age_over_80","male","female","married","divorced","never_married","widowed","family_size","family_dual_income","income_household_median","income_household_under_5","income_household_5_to_10","income_household_10_to_15","income_household_15_to_20","income_household_20_to_25","income_household_25_to_35","income_household_35_to_50","income_household_50_to_75","income_household_75_to_100","income_household_100_to_150","income_household_150_over","income_household_six_figure","income_individual_median","home_ownership","home_value","rent_median","rent_burden","education_less_highschool","education_highschool","education_some_college","education_bachelors","education_graduate","education_college_or_above","education_stem_degree","labor_force_participation","labor_force","labor_force_average","unemployment_rate","unemployment_rate_average","bls_date","race_white","race_black","race_asian","race_native","race_pacific","race_other","race_multiple","hispanic","disabled","poverty","limited_english","commute_time","health_uninsured","veteran","zips"
"Oakland","Oakland","Oakland County","26125","MI","Michigan","South Lyon","1840002432","42.6604","-83.3858","1271983","566.26","America/Detroit","America/Detroit","41.0","10.9","12.2","12.5","13.0","13.0","14.5","12.7","7.3","3.8","49.3","50.7","51.2","11.5","31.8","5.5","3.07","56.6","86275","2.3","1.8","2.6","2.6","3.1","6.9","9.4","15.0","13.1","18.9","24.4","43.3","43324","71.7","267939","1156","26.9","5.4","18.2","27.6","27.7","21.3","49.0","48.9","66.5","665746","667120.0","4.8","3.0","12-2022","72.9","13.2","7.8","0.2","0.0","1.0","4.8","4.4","11.4","7.6","2.6","26.5","4.1","5.0","48007 48009 48012 48017 48025 48030 48033 48034 48037 48067 48068 48069 48070 48071 48072 48073 48075 48076 48083 48084 48085 48086 48098 48099 48165 48167 48178 48220 48237 48301 48302 48303 48304 48306 48307 48308 48309 48320 48321 48322 48323 48324 48325 48326 48327 48328 48329 48330 48331 48332 48333 48334 48335 48336 48340 48341 48342 48343 48346 48347 48348 48350 48356 48357 48359 48360 48361 48362 48363 48366 48367 48370 48371 48374 48375 48376 48377 48380 48381 48382 48383 48386 48387 48390 48393 48428 48430 48439 48442 48462"
"Hennepin","Hennepin","Hennepin County","27053","MN","Minnesota","Minneapolis","1840007830","45.0045","-93.4770","1270283","885.25","America/Chicago","America/Chicago","36.9","12.5","11.8","14.4","15.9","12.5","12.7","11.0","6.0","3.3","49.7","50.3","47.3","11.3","37.5","3.9","3.08","63.3","85438","2.5","1.8","3.1","2.7","2.8","6.2","9.7","15.7","12.7","18.2","24.7","42.9","44585","63.1","309575","1244","29.0","6.1","15.7","26.3","32.5","19.3","51.8","44.7","72.3","708226","710553.0","4.3","2.1","12-2022","69.9","13.3","7.2","0.7","0.0","3.3","5.7","7.0","10.0","9.9","3.4","23.3","4.8","5.0","55111 55305 55311 55313 55316 55317 55323 55327 55328 55331 55340 55341 55343 55344 55345 55346 55347 55356 55357 55359 55361 55364 55369 55373 55374 55375 55384 55387 55388 55391 55401 55402 55403 55404 55405 55406 55407 55408 55409 55410 55411 55412 55413 55414 55415 55416 55417 55418 55419 55420 55421 55422 55423 55424 55425 55426 55427 55428 55429 55430 55431 55435 55436 55437 55438 55439 55440 55441 55442 55443 55444 55445 55446 55447 55450 55454 55455 55458 55459 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488 55569 55572 55577 55592 55593 55599"
"Travis","Travis","Travis County","48453","TX","Texas","Austin","1840019590","30.3344","-97.7820","1267795","492.42","America/Chicago","America/Chicago","34.9","11.8","12.3","16.1","18.7","14.6","11.6","8.7","4.3","1.9","50.7","49.3","46.1","11.9","39.0","3.1","3.10","60.6","85043","3.0","2.0","2.5","2.5","2.6","6.3","9.7","15.7","13.2","18.3","24.3","42.6","44538","53.3","367868","1422","29.2","9.4","15.7","22.2","33.0","19.7","52.7","46.2","73.1","809705","799341.0","4.3","2.9","12-2022","66.2","8.3","7.1","0.7","0.0","8.8","8.9","33.6","8.4","11.2","5.2","25.9","12.4","4.9","73301 73344 76574 78610 78612 78613 78615 78617 78620 78621 78634 78640 78641 78645 78651 78652 78653 78654 78660 78663 78664 78669 78680 78691 78701 78702 78703 78704 78705 78708 78709 78710 78711 78712 78713 78714 78715 78716 78718 78719 78720 78721 78722 78723 78724 78725 78726 78727 78728 78729 78730 78731 78732 78733 78734 78735 78736 78737 78738 78739 78741 78742 78744 78745 78746 78747 78748 78749 78750 78751 78752 78753 78754 78755 78756 78757 78758 78759 78760 78761 78762 78763 78764 78765 78766 78767 78768 78772 78773 78774 78778 78779 78783 78799"
"Cuyahoga","Cuyahoga","Cuyahoga County","39035","OH","Ohio","Cleveland","1840000596","41.4243","-81.6586","1263667","1067.13","America/New_York","America/New_York","40.3","11.2","12.0","13.5","12.9","11.6","13.4","13.3","7.5","4.6","48.0","52.0","39.2","14.0","40.3","6.4","3.04","50.6","55109","4.6","4.1","5.2","5.0","4.5","9.6","12.8","16.9","11.6","13.1","12.3","25.4","32537","58.2","145430","875","31.0","9.3","27.3","29.0","20.0","14.4","34.4","43.8","63.5","593967","601220.0","7.5","5.5","12-2022","60.6","29.2","3.1","0.2","0.0","1.9","5.0","6.3","14.9","16.7","2.8","24.0","5.5","6.2","44017 44022 44040 44070 44101 44102 44103 44104 44105 44106 44107 44108 44109 44110 44111 44112 44113 44114 44115 44116 44117 44118 44119 44120 44121 44122 44123 44124 44125 44126 44127 44128 44129 44130 44131 44132 44133 44134 44135 44136 44137 44138 44139 44140 44141 44142 44143 44144 44145 44146 44147 44149 44181 44188 44190 44191 44192 44193 44194 44195 44197 44198 44199"
"Allegheny","Allegheny","Allegheny County","42003","PA","Pennsylvania","Pittsburgh","1840001254","40.4688","-79.9812","1246116","659.12","America/New_York","America/New_York","40.7","10.3","11.3","13.5","14.2","11.5","13.2","13.6","7.7","4.9","48.7","51.3","45.5","11.4","36.5","6.5","2.94","55.3","66659","3.2","2.5","4.3","4.0","4.0","8.5","11.6","16.4","12.5","16.4","16.4","32.8","37279","65.0","173057","962","29.6","4.9","26.0","25.8","25.0","18.2","43.2","46.0","65.0","630451","631961.0","5.1","4.1","12-2022","78.4","12.7","3.9","0.1","0.0","0.8","4.0","2.3","13.5","11.1","1.3","26.6","3.9","6.6","15003 15005 15006 15007 15014 15015 15017 15018 15019 15020 15024 15025 15026 15028 15030 15031 15032 15034 15035 15037 15044 15045 15046 15047 15049 15051 15056 15057 15063 15064 15065 15068 15071 15075 15076 15082 15083 15084 15085 15086 15088 15089 15090 15091 15095 15096 15101 15102 15104 15106 15108 15110 15112 15116 15120 15122 15123 15126 15127 15129 15131 15132 15133 15134 15135 15136 15137 15139 15140 15142 15143 15144 15145 15146 15147 15148 15201 15202 15203 15204 15205 15206 15207 15208 15209 15210 15211 15212 15213 15214 15215 15216 15217 15218 15219 15220 15221 15222 15223 15224 15225 15226 15227 15228 15229 15230 15231 15232 15233 15234 15235 15236 15237 15238 15239 15240 15241 15242 15243 15244 15250 15251 15252 15253 15254 15255 15257 15258 15259 15260 15261 15262 15264 15265 15267 15268 15270 15272 15274 15275 15276 15277 15278 15279 15281 15282 15283 15286 15289 15290 15295 15321 15332 15642 15668 16046 16059"
"Salt Lake","Salt Lake","Salt Lake County","49035","UT","Utah","Salt Lake City","1840021383","40.6673","-111.9236","1173331","610.49","America/Denver","America/Denver","33.2","14.6","14.8","15.3","15.7","13.1","10.4","9.0","4.6","2.3","50.4","49.6","52.0","11.6","32.9","3.6","3.49","64.4","82206","2.1","1.4","2.6","2.5","2.4","6.3","10.3","17.9","14.8","20.2","19.5","39.7","37782","67.4","367275","1258","28.7","8.2","22.3","32.4","23.9","13.3","37.2","47.1","72.0","683820","670667.0","3.9","2.1","12-2022","76.0","1.9","4.1","0.9","1.5","9.1","6.5","18.8","9.5","8.4","3.1","22.4","9.9","4.4","84006 84009 84020 84044 84047 84065 84070 84081 84084 84088 84090 84091 84092 84093 84094 84095 84096 84101 84102 84103 84104 84105 84106 84107 84108 84109 84110 84111 84112 84113 84114 84115 84116 84117 84118 84119 84120 84121 84122 84123 84124 84125 84126 84127 84128 84129 84130 84131 84132 84133 84134 84138 84139 84141 84143 84145 84147 84148 84150 84151 84152 84157 84158 84165 84170 84171 84180 84184 84190 84199"
"Contra Costa","Contra Costa","Contra Costa County","06013","CA","California","Concord","1840018905","37.9192","-121.9277","1161643","625.60","America/Los_Angeles","America/Los_Angeles","39.9","11.6","13.3","11.8","13.3","13.8","14.1","11.4","6.9","3.7","49.2","50.8","51.9","10.8","32.6","4.8","3.33","57.2","110455","2.2","1.3","2.5","1.8","2.0","4.7","6.9","12.2","11.3","19.0","35.9","54.9","46590","67.0","687374","2061","33.9","10.3","17.5","28.2","27.1","16.9","44.0","52.4","65.2","554659","552710.0","5.8","3.4","12-2022","50.0","8.6","17.8","0.7","0.5","11.7","10.7","26.2","11.1","8.2","5.7","37.8","4.7","4.8","94505 94506 94507 94509 94511 94513 94514 94516 94517 94518 94519 94520 94521 94522 94523 94524 94525 94526 94527 94528 94529 94530 94531 94547 94548 94549 94551 94553 94556 94561 94563 94564 94565 94569 94570 94572 94575 94582 94583 94588 94595 94596 94597 94598 94611 94706 94707 94708 94801 94802 94803 94804 94805 94806 94807 94808 94820 94850 95219"
"Fairfax","Fairfax","Fairfax County","51059","VA","Virginia","Centreville","1840006015","38.8368","-77.2770","1146825","1132.40","America/New_York","America/New_York","38.3","12.7","13.3","12.2","14.4","14.1","13.7","10.7","6.1","2.9","49.9","50.1","56.0","9.0","31.3","3.8","3.32","64.0","133974","1.5","1.2","1.2","1.2","1.4","3.4","5.8","10.1","10.7","19.3","44.2","63.5","60076","68.5","594475","1977","28.1","6.6","12.3","17.5","31.6","32.0","63.6","53.6","71.5","622798","623762.0","4.2","2.5","12-2022","56.6","9.8","20.0","0.4","0.1","5.5","7.6","16.4","7.3","6.1","6.5","31.4","7.6","8.2","20120 20121 20122 20124 20151 20153 20170 20171 20172 20190 20191 20192 20194 20195 20196 22003 22009 22015 22027 22030 22031 22032 22033 22034 22035 22036 22038 22039 22041 22042 22043 22044 22046 22060 22066 22067 22079 22081 22082 22095 22096 22101 22102 22103 22106 22107 22108 22109 22116 22118 22119 22121 22122 22124 22150 22151 22152 22153 22156 22158 22159 22160 22161 22180 22181 22182 22183 22185 22199 22203 22207 22302 22303 22304 22306 22307 22308 22309 22310 22311 22312 22313 22315"
"Wake","Wake","Wake County","37183","NC","North Carolina","Raleigh","1840014497","35.7903","-78.6503","1112883","514.83","America/New_York","America/New_York","36.7","12.5","14.1","13.4","14.8","15.0","12.9","9.6","5.1","2.4","48.9","51.1","51.5","11.3","33.3","3.8","3.17","59.4","88471","2.1","1.3","2.2","2.3","3.1","6.6","10.1","15.2","12.6","19.4","25.1","44.5","43578","64.3","324389","1276","28.8","6.3","14.5","24.4","33.3","21.4","54.7","51.0","70.0","624474","621593.0","4.3","3.0","12-2022","62.5","19.9","7.5","0.3","0.0","4.1","5.7","10.3","8.6","8.5","2.4","25.6","8.6","6.1","27501 27502 27511 27512 27513 27518 27519 27520 27522 27523 27526 27529 27539 27540 27545 27560 27562 27571 27587 27588 27591 27592 27596 27597 27601 27602 27603 27604 27605 27606 27607 27608 27609 27610 27611 27612 27613 27614 27615 27616 27617 27619 27620 27622 27623 27624 27625 27626 27627 27628 27629 27634 27635 27636 27640 27650 27656 27658 27661 27668 27675 27676 27690 27695 27697 27698 27699 27703 27713"
"Mecklenburg","Mecklenburg","Mecklenburg County","37119","NC","North Carolina","Charlotte","1840014557","35.2467","-80.8328","1100984","811.86","America/New_York","America/New_York","35.4","13.1","12.9","15.0","16.1","14.0","12.5","9.2","4.9","2.4","48.3","51.7","44.9","12.5","38.7","3.9","3.21","56.3","73124","2.6","1.8","3.0","3.0","3.3","7.9","12.2","17.4","12.8","16.7","19.4","36.1","39257","56.4","275936","1276","28.9","9.2","16.5","27.4","30.6","16.4","47.0","41.1","71.4","645296","643196.0","4.6","3.6","12-2022","49.9","31.4","6.0","0.3","0.0","6.6","5.7","13.7","8.0","10.6","4.8","25.9","11.6","5.7","28031 28035 28036 28070 28078 28104 28105 28106 28107 28126 28130 28134 28201 28202 28203 28204 28205 28206 28207 28208 28209 28210 28211 28212 28213 28214 28215 28216 28217 28218 28219 28220 28221 28222 28223 28224 28226 28227 28228 28229 28230 28231 28232 28233 28234 28235 28237 28241 28242 28243 28244 28246 28247 28253 28254 28255 28256 28258 28260 28262 28263 28265 28266 28269 28270 28271 28272 28273 28274 28275 28277 28278 28280 28281 28282 28284 28285 28287 28288 28289 28290 28296 28297 28299"
"Montgomery","Montgomery","Montgomery County","24031","MD","Maryland","Germantown","1840005840","39.1363","-77.2042","1057201","827.75","America/New_York","America/New_York","39.6","12.4","13.0","11.5","13.6","13.6","14.0","11.5","6.6","3.9","48.6","51.4","53.8","9.9","31.6","4.6","3.28","64.3","117345","1.7","1.6","1.7","1.7","1.9","4.6","6.5","11.9","11.1","18.9","38.4","57.3","53134","65.4","508508","1844","30.7","8.8","13.1","18.3","27.2","32.5","59.7","56.9","70.9","546421","550589.0","4.9","3.6","12-2022","48.8","18.4","15.2","0.4","0.0","9.9","7.3","19.7","8.6","7.0","7.2","33.8","6.7","4.6","20705 20707 20777 20810 20811 20812 20813 20814 20815 20816 20817 20818 20824 20825 20827 20830 20832 20833 20837 20838 20839 20841 20842 20847 20848 20849 20850 20851 20852 20853 20854 20855 20857 20859 20860 20861 20862 20866 20868 20871 20872 20874 20875 20876 20877 20878 20879 20880 20882 20883 20884 20885 20886 20889 20891 20892 20894 20895 20896 20897 20898 20899 20901 20902 20903 20904 20905 20906 20907 20908 20910 20911 20912 20913 20914 20915 20916 20918 20993 20997 21771 21797"
"Fulton","Fulton","Fulton County","13121","GA","Georgia","Atlanta","1840013660","33.7903","-84.4670","1054286","772.78","America/New_York","America/New_York","35.9","11.7","12.9","15.7","16.0","13.7","12.7","9.8","5.0","2.5","48.6","51.4","39.3","12.0","44.5","4.2","3.15","54.9","77635","3.6","2.5","3.7","3.3","3.5","7.1","9.9","14.8","12.1","14.8","24.6","39.4","42958","53.1","344225","1367","32.6","6.8","16.5","20.9","32.7","23.1","55.8","44.1","68.8","581491","580686.0","5.5","3.2","12-2022","42.5","43.5","7.5","0.2","0.0","2.3","4.0","7.2","9.9","12.9","2.6","28.9","10.0","5.0","30004 30005 30009 30022 30023 30024 30075 30076 30077 30092 30097 30213 30214 30268 30272 30291 30296 30301 30302 30303 30304 30305 30306 30307 30308 30309 30310 30311 30312 30313 30314 30315 30316 30317 30318 30319 30321 30324 30325 30326 30327 30328 30331 30332 30334 30336 30337 30338 30339 30342 30343 30344 30348 30349 30350 30353 30354 30355 30357 30358 30361 30363 30364 30368 30369 30370 30371 30375 30377 30378 30385 30392 30394 30398 31106 31107 31126 31131 31136 31139 31141 31150 31156 31192 31193 31195 31196"
"Collin","Collin","Collin County","48085","TX","Texas","Dallas","1840019440","33.1880","-96.5724","1039812","477.23","America/Chicago","America/Chicago","37.2","13.2","15.2","11.6","14.5","16.2","13.4","8.9","4.9","2.0","49.6","50.4","58.6","10.2","27.6","3.7","3.29","60.3","104327","2.0","1.2","1.5","1.8","2.1","4.6","8.1","13.9","12.7","20.9","31.2","52.1","50720","64.6","354884","1521","27.3","6.1","14.7","25.8","33.6","19.8","53.4","49.0","70.5","638789","627475.0","4.3","3.1","12-2022","62.9","10.1","16.3","0.4","0.1","3.0","7.2","15.6","7.2","6.5","4.7","28.7","10.6","5.3","75002 75007 75009 75013 75023 75024 75025 75026 75033 75034 75035 75044 75048 75069 75070 75071 75072 75074 75075 75078 75080 75082 75086 75087 75093 75094 75097 75098 75121 75164 75166 75173 75189 75248 75252 75287 75370 75379 75407 75409 75424 75442 75452 75454 75485 75491 75495"
"Pima","Pima","Pima County","04019","AZ","Arizona","Tucson","1840022101","32.0974","-111.7899","1035063","43.49","America/Phoenix","America/Phoenix","38.9","11.2","12.7","15.4","12.0","11.0","11.6","12.5","9.0","4.5","49.4","50.6","45.5","14.6","34.3","5.6","3.04","46.2","59215","3.4","2.9","4.4","4.4","4.8","9.6","13.4","17.3","13.1","14.9","11.7","26.6","31158","64.2","216059","976","31.1","10.6","21.4","33.6","19.7","14.7","34.4","48.1","58.7","492280","487683.0","6.3","3.6","12-2022","69.6","3.4","2.8","3.6","0.1","9.2","11.2","38.0","14.9","15.1","3.8","24.6","8.9","10.1","85321 85341 85601 85602 85611 85614 85619 85622 85629 85633 85634 85637 85639 85641 85645 85652 85653 85654 85658 85701 85702 85703 85704 85705 85706 85707 85708 85709 85710 85711 85712 85713 85714 85715 85716 85717 85718 85719 85720 85721 85722 85723 85724 85725 85726 85728 85730 85731 85732 85733 85734 85735 85736 85737 85738 85739 85740 85741 85742 85743 85744 85745 85746 85747 85748 85749 85750 85751 85752 85754 85755 85756 85757 85775"
"Honolulu","Honolulu","Honolulu County","15003","HI","Hawaii","Honolulu","1840013305","21.5008","-158.1053","1015167","652.58","Pacific/Honolulu","Pacific/Honolulu","38.4","12.1","11.4","14.5","14.2","12.1","12.2","11.4","7.2","5.1","50.6","49.4","49.7","9.8","34.4","6.0","3.55","60.3","92600","2.5","1.8","2.3","2.0","2.5","5.4","9.0","14.7","13.5","20.0","26.3","46.3","40482","58.4","727215","1870","33.9","7.3","25.6","30.9","23.2","13.0","36.2","46.6","66.1","457096","455872.0","4.8","3.5","12-2022","19.9","2.5","42.3","0.2","10.2","1.5","23.4","10.2","11.2","8.6","6.4","27.9","3.5","9.5","96701 96706 96707 96709 96712 96717 96730 96731 96734 96744 96759 96762 96782 96786 96789 96791 96792 96795 96797 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96813 96814 96815 96816 96817 96818 96819 96820 96821 96822 96823 96824 96825 96826 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96848 96849 96850 96853 96854 96857 96858 96859 96860 96861 96863 96898"
"Fresno","Fresno","Fresno County","06019","CA","California","Fresno","1840020319","36.7582","-119.6493","1003150","65.00","America/Los_Angeles","America/Los_Angeles","32.6","15.5","15.8","14.7","14.3","11.6","11.0","9.0","5.1","2.9","50.1","49.9","44.2","11.9","39.0","4.9","3.70","50.7","61276","3.8","2.7","4.8","4.5","4.8","9.4","12.1","16.8","12.1","15.2","13.7","28.9","28697","54.1","286833","1098","33.6","22.1","22.7","32.6","15.0","7.6","22.6","45.4","61.0","450426","453018.0","8.8","6.3","12-2022","54.3","4.5","10.7","1.2","0.2","15.9","13.3","54.0","13.1","20.2","9.8","23.3","7.3","5.0","93210 93234 93242 93602 93605 93606 93607 93608 93609 93611 93612 93613 93616 93618 93619 93620 93621 93622 93624 93625 93626 93627 93628 93630 93631 93634 93640 93641 93642 93646 93648 93649 93650 93651 93652 93654 93656 93657 93660 93662 93664 93667 93668 93675 93701 93702 93703 93704 93705 93706 93707 93708 93709 93710 93711 93712 93714 93715 93716 93717 93718 93720 93721 93722 93723 93724 93725 93726 93727 93728 93729 93730 93737 93740 93741 93744 93745 93747 93750 93755 93760 93761 93764 93765 93771 93772 93773 93774 93775 93776 93777 93778 93779 93786 93790 93791 93792 93793 93794 93844 93888"
"St. Louis","St. Louis","St. Louis County","29189","MO","Missouri","Florissant","1840008586","38.6407","-90.4434","1001982","761.74","America/Chicago","America/Chicago","40.3","11.8","12.8","12.4","12.7","11.8","13.3","13.0","7.5","4.6","47.8","52.2","48.6","12.7","32.6","6.2","3.02","55.2","72562","2.5","2.1","2.9","3.2","3.7","8.2","11.7","17.3","12.7","16.0","19.8","35.8","38677","68.8","219660","1032","28.9","5.9","21.1","27.7","25.7","19.6","45.3","42.8","65.2","528678","529243.0","4.4","2.8","12-2022","65.3","24.2","4.5","0.1","0.0","1.2","4.7","3.0","11.6","9.6","1.5","23.8","6.0","6.6","63005 63006 63011 63017 63021 63022 63024 63025 63026 63031 63032 63033 63034 63038 63040 63042 63043 63044 63045 63049 63069 63074 63088 63099 63105 63114 63117 63119 63120 63121 63122 63123 63124 63125 63126 63127 63128 63129 63130 63131 63132 63133 63134 63135 63136 63137 63138 63140 63141 63143 63144 63145 63146 63151 63167 63171 63195 63199"
"Westchester","Westchester","Westchester County","36119","NY","New York","Yonkers","1840003478","41.1624","-73.7561","999723","896.16","America/New_York","America/New_York","41.2","11.3","13.3","11.7","12.2","13.4","14.5","11.8","7.2","4.7","48.7","51.3","50.4","10.1","33.9","5.5","3.27","60.2","105387","2.6","1.9","2.9","2.5","2.8","5.4","7.4","12.1","10.5","16.4","35.5","51.9","47311","61.6","558558","1682","34.0","11.1","18.4","19.8","24.9","25.8","50.7","44.7","65.5","488783","491069.0","6.1","3.1","12-2022","59.9","14.6","6.1","0.4","0.0","12.1","6.9","25.2","9.7","8.2","6.8","34.8","5.1","3.4","10470 10501 10502 10503 10504 10505 10506 10507 10510 10511 10514 10517 10518 10519 10520 10521 10522 10523 10526 10527 10528 10530 10532 10533 10535 10536 10537 10538 10540 10541 10543 10545 10546 10547 10548 10549 10550 10551 10552 10553 10560 10562 10566 10567 10570 10573 10576 10577 10578 10580 10583 10587 10588 10589 10590 10591 10594 10595 10596 10597 10598 10601 10602 10603 10604 10605 10606 10607 10610 10701 10702 10703 10704 10705 10706 10707 10708 10709 10710 10801 10802 10803 10804 10805"
"Duval","Duval","Duval County","12031","FL","Florida","Jacksonville","1840015031","30.3316","-81.6708","983153","497.73","America/New_York","America/New_York","36.5","12.9","12.1","14.7","14.8","12.3","13.1","11.0","6.1","3.1","48.7","51.3","42.7","16.1","35.8","5.5","3.17","50.3","59541","4.1","2.6","3.9","3.7","4.5","9.4","13.6","18.6","13.1","14.5","11.9","26.4","33050","57.2","208371","1154","32.2","9.5","28.1","30.9","21.0","10.5","31.5","42.4","65.9","522080","513189.0","5.1","2.8","12-2022","56.1","29.4","4.7","0.2","0.1","3.0","6.5","10.6","12.9","14.5","3.5","24.6","11.9","11.3","32081 32099 32201 32202 32203 32204 32205 32206 32207 32208 32209 32210 32211 32212 32214 32216 32217 32218 32219 32220 32221 32222 32223 32224 32225 32226 32227 32228 32229 32231 32232 32233 32234 32235 32236 32238 32239 32240 32241 32244 32245 32246 32247 32250 32254 32255 32256 32257 32258 32259 32266 32277"
"Marion","Marion","Marion County","18097","IN","Indiana","Indianapolis","1840030084","39.7817","-86.1385","969542","943.85","America/Indiana/Indianapolis","America/Indiana/Indianapolis","34.4","14.0","13.3","15.6","15.2","11.7","11.9","10.3","5.2","2.8","48.4","51.6","39.8","13.9","41.4","4.9","3.31","53.0","54601","4.6","3.0","4.3","4.6","4.9","9.8","14.7","18.7","12.0","13.0","10.4","23.4","32974","55.1","154252","959","31.1","13.1","27.5","26.6","21.1","11.7","32.8","42.3","67.0","506570","505745.0","5.6","3.0","12-2022","58.5","28.1","3.7","0.2","0.0","4.0","5.5","10.8","13.4","15.9","3.6","23.9","9.8","6.3","46077 46107 46113 46163 46183 46201 46202 46203 46204 46205 46206 46207 46208 46209 46214 46216 46217 46218 46219 46220 46221 46222 46224 46225 46226 46227 46228 46229 46230 46231 46234 46235 46236 46237 46239 46240 46241 46242 46244 46247 46249 46250 46251 46253 46254 46255 46256 46259 46260 46262 46268 46277 46278 46282 46283 46285 46288 46298"
"Pinellas","Pinellas","Pinellas County","12103","FL","Florida","St. Petersburg","1840015977","27.9200","-82.7256","957989","1351.02","America/New_York","America/New_York","48.5","8.7","9.2","10.8","11.8","11.5","15.2","15.4","10.8","6.5","48.3","51.7","45.1","17.1","29.6","8.1","2.95","47.4","60451","3.7","2.1","4.0","4.3","4.7","9.4","13.3","17.6","12.9","14.5","13.5","28.0","33094","68.6","233914","1237","33.4","7.9","26.6","31.5","22.0","12.1","34.1","42.6","59.0","512843","506924.0","5.0","2.5","12-2022","78.5","10.3","3.5","0.2","0.1","1.9","5.5","10.2","15.5","11.5","2.8","24.3","11.0","9.5","33701 33702 33703 33704 33705 33706 33707 33708 33709 33710 33711 33712 33713 33714 33715 33716 33729 33730 33731 33732 33733 33734 33736 33738 33740 33741 33742 33743 33744 33747 33755 33756 33757 33758 33759 33760 33761 33762 33763 33764 33765 33766 33767 33769 33770 33771 33772 33773 33774 33775 33776 33777 33778 33779 33780 33781 33782 33784 33785 33786 34660 34677 34681 34682 34683 34684 34685 34688 34689 34690 34691 34695 34697 34698"
"Prince George's","Prince George's","Prince George's County","24033","MD","Maryland","Bowie","1840005970","38.8295","-76.8473","957767","766.18","America/New_York","America/New_York","37.8","12.6","12.7","13.7","14.2","13.1","14.0","11.2","5.7","2.7","48.3","51.7","39.7","12.5","42.6","5.2","3.47","60.9","91124","2.7","1.6","2.1","2.1","2.2","5.3","8.5","16.2","13.9","21.3","24.0","45.3","43553","62.2","337592","1593","32.0","12.8","25.4","26.9","19.6","15.3","34.9","46.9","70.8","497825","497825.0","6.8","4.8","12-2022","15.0","61.5","4.2","0.4","0.0","14.1","4.8","19.4","9.8","9.2","5.9","36.5","10.3","7.3","20601 20607 20608 20613 20623 20697 20703 20704 20705 20706 20707 20708 20709 20710 20712 20715 20716 20717 20718 20719 20720 20721 20722 20725 20726 20731 20735 20737 20738 20740 20741 20742 20743 20744 20745 20746 20747 20748 20749 20750 20752 20753 20757 20762 20768 20769 20770 20771 20772 20773 20774 20775 20781 20782 20783 20784 20785 20787 20788 20790 20791 20792 20797 20799 20903 20904 20912"
"Fairfield","Fairfield","Fairfield County","09001","CT","Connecticut","Bridgeport","1840004836","41.2710","-73.3893","956446","590.89","America/New_York","America/New_York","40.7","11.4","13.8","11.9","11.9","13.4","15.1","11.7","6.7","4.2","49.0","51.0","50.7","10.5","33.6","5.2","3.24","59.7","101194","2.2","1.9","2.9","2.7","2.8","5.7","8.2","13.3","9.8","16.1","34.4","50.5","43694","66.6","443187","1593","35.4","9.8","20.8","20.1","27.0","22.2","49.2","43.2","67.5","472451","477000.0","6.4","4.1","12-2022","68.0","11.5","5.5","0.2","0.1","8.1","6.7","20.5","9.9","9.2","7.2","31.0","7.7","3.7","06404 06440 06468 06470 06482 06484 06491 06601 06602 06604 06605 06606 06607 06608 06610 06611 06612 06614 06615 06673 06699 06784 06801 06804 06807 06810 06811 06812 06813 06820 06824 06825 06828 06829 06830 06831 06836 06838 06840 06850 06851 06852 06853 06854 06855 06856 06857 06858 06860 06870 06875 06876 06877 06878 06879 06880 06881 06883 06888 06889 06890 06896 06897 06901 06902 06903 06904 06905 06906 06907 06910 06911 06912 06913 06914 06926 06927"
"Bergen","Bergen","Bergen County","34003","NJ","New Jersey","Hackensack","1840003556","40.9597","-74.0742","952979","1580.61","America/New_York","America/New_York","41.9","10.8","12.8","11.3","12.7","13.5","15.0","12.0","7.1","4.8","48.9","51.1","54.4","9.6","30.4","5.7","3.22","60.4","109497","2.0","1.3","2.3","2.3","2.6","5.2","7.4","12.0","10.5","18.6","35.7","54.3","50142","64.9","489752","1637","30.0","7.1","21.4","20.3","31.0","20.2","51.2","45.2","66.8","503279","494333.0","5.3","3.3","12-2022","66.0","5.8","16.6","0.2","0.0","4.5","6.9","21.0","8.1","6.6","8.8","32.4","7.0","3.6","07010 07014 07020 07022 07024 07026 07031 07057 07070 07071 07072 07073 07074 07075 07401 07407 07410 07417 07423 07430 07432 07436 07446 07450 07451 07452 07458 07463 07481 07495 07504 07514 07601 07602 07603 07604 07605 07606 07607 07608 07620 07621 07624 07626 07627 07628 07630 07631 07632 07640 07641 07642 07643 07644 07645 07646 07647 07648 07649 07650 07652 07653 07656 07657 07660 07661 07662 07663 07666 07670 07675 07676 07677 07699"
