"city","city_ascii","city_alt","state_id","state_name","county_fips","county_name","county_fips_all","county_name_all","lat","lng","population","population_proper","density","source","military","incorporated","cdp","township","timezone","ranking","zips","id","age_median","age_under_10","age_10_to_19","age_20s","age_30s","age_40s","age_50s","age_60s","age_70s","age_over_80","age_over_65","age_18_to_24","age_over_18","male","female","married","divorced","never_married","widowed","family_size","family_dual_income","income_household_median","income_household_under_5","income_household_5_to_10","income_household_10_to_15","income_household_15_to_20","income_household_20_to_25","income_household_25_to_35","income_household_35_to_50","income_household_50_to_75","income_household_75_to_100","income_household_100_to_150","income_household_150_over","income_household_six_figure","income_individual_median","home_ownership","housing_units","home_value","rent_median","rent_burden","education_less_highschool","education_highschool","education_some_college","education_bachelors","education_graduate","education_college_or_above","education_stem_degree","labor_force_participation","unemployment_rate","race_white","race_black","race_asian","race_native","race_pacific","race_other","race_multiple","hispanic","disabled","poverty","limited_english","commute_time","health_uninsured","veteran","cbsa_fips","cbsa_name","cbsa_metro","csa_fips","csa_name"
"Tyner","Tyner","","NY","New York","36017","Chenango","36017","Chenango","42.4304","-75.6655","","","12.2","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","13830","1840085620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"North Chaves","North Chaves","","NM","New Mexico","35031","McKinley","35031","McKinley","35.3920","-108.1581","","","0.0","point","FALSE","FALSE","FALSE","FALSE","America/Denver","5","87323","1840082619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23700","Gallup, NM","FALSE","",""
"North Carmen","North Carmen","","NM","New Mexico","35033","Mora","35033","Mora","35.9067","-105.3264","","","7.4","point","FALSE","FALSE","FALSE","FALSE","America/Denver","5","87732","1840082618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29780","Las Vegas, NM","FALSE","106","Albuquerque-Santa Fe-Las Vegas, NM"
"Greenland","Greenland","","MS","Mississippi","28101","Newton","28101","Newton","32.5512","-89.0528","","","15.0","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","4","39337","1840074187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"Dyer","Dyer","","WA","Washington","53017","Douglas","53017","Douglas","47.9779","-119.7714","","","0.0","point","FALSE","FALSE","FALSE","FALSE","America/Los_Angeles","5","98812","1840120495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48300","Wenatchee, WA","TRUE","",""
"Salem","Salem","","OK","Oklahoma","40111","Okmulgee","40111","Okmulgee","35.3840","-95.9286","","","26.0","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","4","74437","1840147027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46140","Tulsa, OK","TRUE","538","Tulsa-Muskogee-Bartlesville, OK"
"Sageeyah","Sageeyah","","OK","Oklahoma","40131","Rogers","40131","Rogers","36.3712","-95.6530","","","82.5","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","4","74017","1840097075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46140","Tulsa, OK","TRUE","538","Tulsa-Muskogee-Bartlesville, OK"
"Ralph","Ralph","","AR","Arkansas","05089","Marion","05089","Marion","36.1720","-92.6743","","","22.5","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","4","72687","1840038750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"Cedar Lake","Cedar Lake","","MS","Mississippi","28047","Harrison","28047","Harrison","30.4683","-88.9381","","","206.1","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","4","39532","1840074036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25060","Gulfport-Biloxi, MS","TRUE","",""
"Row","Row","","OK","Oklahoma","40041","Delaware","40041","Delaware","36.2787","-94.6905","","","90.7","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","4","74338","1840097068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
