"city","city_ascii","city_alt","state_id","state_name","county_fips","county_name","county_fips_all","county_name_all","lat","lng","population","population_proper","density","source","military","incorporated","cdp","township","timezone","ranking","zips","id","age_median","age_under_10","age_10_to_19","age_20s","age_30s","age_40s","age_50s","age_60s","age_70s","age_over_80","age_over_65","age_18_to_24","age_over_18","male","female","married","divorced","never_married","widowed","family_size","family_dual_income","income_household_median","income_household_under_5","income_household_5_to_10","income_household_10_to_15","income_household_15_to_20","income_household_20_to_25","income_household_25_to_35","income_household_35_to_50","income_household_50_to_75","income_household_75_to_100","income_household_100_to_150","income_household_150_over","income_household_six_figure","income_individual_median","home_ownership","housing_units","home_value","rent_median","rent_burden","education_less_highschool","education_highschool","education_some_college","education_bachelors","education_graduate","education_college_or_above","education_stem_degree","labor_force_participation","unemployment_rate","race_white","race_black","race_asian","race_native","race_pacific","race_other","race_multiple","hispanic","disabled","poverty","limited_english","commute_time","health_uninsured","veteran","cbsa_fips","cbsa_name","cbsa_metro","csa_fips","csa_name"
"Billows","Billows","","KY","Kentucky","21125","Laurel","21125","Laurel","37.1709","-84.2966","","","4.7","point","FALSE","FALSE","FALSE","FALSE","America/New_York","5","40741","1840062663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43700","Somerset, KY","FALSE","",""
"Hyner","Hyner","","PA","Pennsylvania","42035","Clinton","42035","Clinton","41.3317","-77.6442","","","28.9","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","17760","1840099802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30820","Lock Haven, PA","FALSE","558","Williamsport-Lock Haven, PA"
"Coila","Coila","","NY","New York","36115","Washington","36115","Washington","43.0359","-73.4009","","","21.0","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","12816","1840083334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24020","Glens Falls, NY","TRUE","104","Albany-Schenectady, NY"
"Kent Gardens","Kent Gardens","","VA","Virginia","51059","Fairfax","51059","Fairfax","38.9118","-77.1728","","","2462.5","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","22043","1840118151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","TRUE","548","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
"Sybert","Sybert","","GA","Georgia","13181","Lincoln","13181","Lincoln","33.8148","-82.5549","","","7.0","point","FALSE","FALSE","FALSE","FALSE","America/New_York","5","30817","1840048491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12260","Augusta-Richmond County, GA-SC","TRUE","",""
"Sutallee","Sutallee","","GA","Georgia","13057","Cherokee","13057","Cherokee","34.2229","-84.6180","","","195.1","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","30184","1840048489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12060","Atlanta-Sandy Springs-Alpharetta, GA","TRUE","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
"Sun Hill","Sun Hill","","GA","Georgia","13303","Washington","13303","Washington","32.9515","-82.7293","","","13.1","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","31082","1840048488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"Stop","Stop","","GA","Georgia","13113","Fayette","13113","Fayette","33.4798","-84.5888","","","160.4","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","30290","1840048487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12060","Atlanta-Sandy Springs-Alpharetta, GA","TRUE","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
"Stokesville","Stokesville","","GA","Georgia","13049","Charlton","13049","Charlton","30.3833","-82.0682","","","3.0","point","FALSE","FALSE","FALSE","FALSE","America/New_York","5","31562","1840048486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27260","Jacksonville, FL","TRUE","300","Jacksonville-St. Marys-Palatka, FL-GA"
"Stewart","Stewart","","GA","Georgia","13217","Newton","13217","Newton","33.4221","-83.8521","","","207.9","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","30014","1840029207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12060","Atlanta-Sandy Springs-Alpharetta, GA","TRUE","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
"Starrsville","Starrsville","","GA","Georgia","13217","Newton","13217","Newton","33.5396","-83.8193","","","54.8","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","30014","1840029206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12060","Atlanta-Sandy Springs-Alpharetta, GA","TRUE","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
"Humboldt","Humboldt","","MI","Michigan","26103","Marquette","26103","Marquette","46.4955","-87.8871","","","24.1","point","FALSE","FALSE","FALSE","FALSE","America/Detroit","4","49814","1840070872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32100","Marquette, MI","FALSE","",""
"Careywood","Careywood","","ID","Idaho","16017","Bonner","16017","Bonner","48.0346","-116.6433","","","11.8","point","FALSE","FALSE","FALSE","FALSE","America/Los_Angeles","4","83809","1840027047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41760","Sandpoint, ID","FALSE","",""
"Cardwell","Cardwell","","ID","Idaho","16009","Benewah","16009","Benewah","47.2091","-116.5635","","","0.0","point","FALSE","FALSE","FALSE","FALSE","America/Los_Angeles","5","83861","1840050459","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"Cardiff","Cardiff","","ID","Idaho","16035","Clearwater","16035","Clearwater","46.5744","-115.8124","","","1.0","point","FALSE","FALSE","FALSE","FALSE","America/Los_Angeles","5","83546","1840050458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"Cardiff Mill","Cardiff Mill","","ID","Idaho","16035","Clearwater","16035","Clearwater","46.4707","-115.7946","","","3.6","point","FALSE","FALSE","FALSE","FALSE","America/Los_Angeles","5","83546","1840050457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"Punaluʻu","Punalu`u","","HI","Hawaii","15001","Hawaii","15001","Hawaii","19.1370","-155.5046","","","5.9","point","FALSE","FALSE","FALSE","FALSE","Pacific/Honolulu","5","96777","1840150836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25900","Hilo, HI","FALSE","",""
"Muntanna","Muntanna","","OH","Ohio","39137","Putnam","39137","Putnam","40.9759","-84.3011","","","19.3","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","45827","1840094391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"Mungen","Mungen","","OH","Ohio","39173","Wood","39173","Wood","41.2748","-83.6499","","","49.1","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","43462","1840094390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45780","Toledo, OH","TRUE","534","Toledo-Findlay-Tiffin, OH"
"Sharpsville","Sharpsville","","TN","Tennessee","47149","Rutherford","47149","Rutherford","35.8748","-86.2828","","","44.9","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","4","37130","1840110563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TRUE","400","Nashville-Davidson--Murfreesboro, TN"
"Raeville","Raeville","","NE","Nebraska","31011","Boone","31011","Boone","41.8955","-98.0535","0","0","33.2","shape","FALSE","FALSE","TRUE","FALSE","America/Chicago","3","68652","1840025514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"Kawaika-A","Kawaika-A","","AZ","Arizona","04017","Navajo","04017","Navajo","35.7447","-110.2207","","","0.0","point","FALSE","FALSE","FALSE","FALSE","America/Phoenix","5","86034","1840038631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43320","Show Low, AZ","FALSE","",""
"Klondyke","Klondyke","","AZ","Arizona","04009","Graham","04009","Graham","32.8353","-110.3323","","","3.2","point","FALSE","FALSE","FALSE","FALSE","America/Phoenix","5","85643","1840038632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40940","Safford, AZ","FALSE","",""
"Bristol Wood","Bristol Wood","","GA","Georgia","13245","Richmond","13245","Richmond","33.5110","-82.0540","","","627.5","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","30907","1840050050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12260","Augusta-Richmond County, GA-SC","TRUE","",""
"Pecan Island","Pecan Island","","LA","Louisiana","22113","Vermilion","22113","Vermilion","29.6466","-92.4532","","","0.7","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","5","70548","1840063939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29180","Lafayette, LA","TRUE","318","Lafayette-Opelousas-Morgan City, LA"
"Little Haddam","Little Haddam","","CT","Connecticut","09130","Lower Connecticut River Valley","09130","Lower Connecticut River Valley","41.4809","-72.4459","","","150.8","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","06423","1840044586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25540","Hartford-East Hartford-Middletown, CT","TRUE","278","Hartford-East Hartford, CT"
"Ostrica","Ostrica","","LA","Louisiana","22075","Plaquemines","22075","Plaquemines","29.3683","-89.5292","","","0.0","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","5","70041","1840063935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35380","New Orleans-Metairie, LA","TRUE","406","New Orleans-Metairie-Hammond, LA-MS"
"Oscar","Oscar","","LA","Louisiana","22077","Pointe Coupee","22077","Pointe Coupee","30.6152","-91.4612","","","205.5","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","4","70762","1840063934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12940","Baton Rouge, LA","TRUE","",""
"Panola","Panola","","LA","Louisiana","22035","East Carroll","22035","East Carroll","32.9076","-91.2259","","","0.5","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","5","71254","1840063938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FALSE","",""
"Panchoville","Panchoville","","LA","Louisiana","22053","Jefferson Davis","22053","Jefferson Davis","30.3652","-92.6513","","","31.3","point","FALSE","FALSE","FALSE","FALSE","America/Chicago","4","70546","1840063937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27660","Jennings, LA","FALSE","324","Lake Charles-Jennings, LA"
"Tunstall","Tunstall","","VA","Virginia","51127","New Kent","51127","New Kent","37.5963","-77.1025","","","49.6","point","FALSE","FALSE","FALSE","FALSE","America/New_York","4","23124","1840119481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40060","Richmond, VA","TRUE","",""
